# pmt_id easting_cm northing_cm
1033 604.50 -10121.24
1034 1007.50 -10121.24
1035 1410.50 -10121.24
1036 1813.50 -10121.24
1037 2216.50 -10121.24
1038 2619.50 -10121.24
1039 3022.50 -10121.24
1040 3425.50 -10121.24
1041 3828.50 -10121.24
1042 4231.50 -10121.24
1043 4634.50 -10121.24
1044 5037.50 -10121.24
1045 5440.50 -10121.24
1046 5843.50 -10121.24
1047 6246.50 -10121.24
1048 6649.50 -10121.24
1049 7052.50 -10121.24
1050 7455.50 -10121.24
1051 7858.50 -10121.24
1052 8261.50 -10121.24
1053 8664.50 -10121.24
1054 9067.50 -10121.24
1055 9470.50 -10121.24
1056 9873.50 -10121.24
1057 10276.50 -10121.24
1058 10679.50 -10121.24
1059 11082.50 -10121.24
1060 11485.50 -10121.24
1061 11888.50 -10121.24
1062 12291.50 -10121.24
1063 -28210.00 -9772.23
1064 -26598.00 -9772.23
1065 -24986.00 -9772.23
1066 -23374.00 -9772.23
1067 -21762.00 -9772.23
1068 -20150.00 -9772.23
1069 -18538.00 -9772.23
1070 -16926.00 -9772.23
1071 -15314.00 -9772.23
1072 -13702.00 -9772.23
1073 -12493.00 -9772.23
1074 -12090.00 -9772.23
1075 -11687.00 -9772.23
1076 -11284.00 -9772.23
1077 -10881.00 -9772.23
1078 -10478.00 -9772.23
1079 -10075.00 -9772.23
1080 -9672.00 -9772.23
1081 -9269.00 -9772.23
1082 -8866.00 -9772.23
1083 -8463.00 -9772.23
1084 -8060.00 -9772.23
1085 -7657.00 -9772.23
1086 -7254.00 -9772.23
1087 -6851.00 -9772.23
1088 -6448.00 -9772.23
1089 -6045.00 -9772.23
1090 -5642.00 -9772.23
1091 -5239.00 -9772.23
1092 -4836.00 -9772.23
1093 -4433.00 -9772.23
1094 -4030.00 -9772.23
1095 -3627.00 -9772.23
1096 -3224.00 -9772.23
1097 -2821.00 -9772.23
1098 -2418.00 -9772.23
1099 -2015.00 -9772.23
1100 -1612.00 -9772.23
1101 -1209.00 -9772.23
1102 -806.00 -9772.23
1103 -403.00 -9772.23
1104 0.00 -9772.23
1105 403.00 -9772.23
1106 806.00 -9772.23
1107 1209.00 -9772.23
1108 1612.00 -9772.23
1109 2015.00 -9772.23
1110 2418.00 -9772.23
1111 2821.00 -9772.23
1112 3224.00 -9772.23
1113 3627.00 -9772.23
1114 4030.00 -9772.23
1115 4433.00 -9772.23
1116 4836.00 -9772.23
1117 5239.00 -9772.23
1118 5642.00 -9772.23
1119 6045.00 -9772.23
1120 6448.00 -9772.23
1121 6851.00 -9772.23
1122 7254.00 -9772.23
1123 7657.00 -9772.23
1124 8060.00 -9772.23
1125 8463.00 -9772.23
1126 8866.00 -9772.23
1127 9269.00 -9772.23
1128 9672.00 -9772.23
1129 10075.00 -9772.23
1130 10478.00 -9772.23
1131 10881.00 -9772.23
1132 11284.00 -9772.23
1133 11687.00 -9772.23
1134 12090.00 -9772.23
1135 12493.00 -9772.23
1136 13702.00 -9772.23
1137 15314.00 -9772.23
1138 16926.00 -9772.23
1139 18538.00 -9772.23
1140 20150.00 -9772.23
1141 21762.00 -9772.23
1142 23374.00 -9772.23
1143 24986.00 -9772.23
1144 26598.00 -9772.23
1145 28210.00 -9772.23
1146 -12694.50 -9423.22
1147 -12291.50 -9423.22
1148 -11888.50 -9423.22
1149 -11485.50 -9423.22
1150 -11082.50 -9423.22
1151 -10679.50 -9423.22
1152 -10276.50 -9423.22
1153 -9873.50 -9423.22
1154 -9470.50 -9423.22
1155 -9067.50 -9423.22
1156 -8664.50 -9423.22
1157 -8261.50 -9423.22
1158 -7858.50 -9423.22
1159 -7455.50 -9423.22
1160 -7052.50 -9423.22
1161 -6649.50 -9423.22
1162 -6246.50 -9423.22
1163 -5843.50 -9423.22
1164 -5440.50 -9423.22
1165 -5037.50 -9423.22
1166 -4634.50 -9423.22
1167 -4231.50 -9423.22
1168 -3828.50 -9423.22
1169 -3425.50 -9423.22
1170 -3022.50 -9423.22
1171 -2619.50 -9423.22
1172 -2216.50 -9423.22
1173 -1813.50 -9423.22
1174 -1410.50 -9423.22
1175 -1007.50 -9423.22
1176 -604.50 -9423.22
1177 -201.50 -9423.22
1178 201.50 -9423.22
1179 604.50 -9423.22
1180 1007.50 -9423.22
1181 1410.50 -9423.22
1182 1813.50 -9423.22
1183 2216.50 -9423.22
1184 2619.50 -9423.22
1185 3022.50 -9423.22
1186 3425.50 -9423.22
1187 3828.50 -9423.22
1188 4231.50 -9423.22
1189 4634.50 -9423.22
1190 5037.50 -9423.22
1191 5440.50 -9423.22
1192 5843.50 -9423.22
1193 6246.50 -9423.22
1194 6649.50 -9423.22
1195 7052.50 -9423.22
1196 7455.50 -9423.22
1197 7858.50 -9423.22
1198 8261.50 -9423.22
1199 8664.50 -9423.22
1200 9067.50 -9423.22
1201 9470.50 -9423.22
1202 9873.50 -9423.22
1203 10276.50 -9423.22
1204 10679.50 -9423.22
1205 11082.50 -9423.22
1206 11485.50 -9423.22
1207 11888.50 -9423.22
1208 12291.50 -9423.22
1209 12694.50 -9423.22
1210 -12896.00 -9074.21
1211 -12493.00 -9074.21
1212 -12090.00 -9074.21
1213 -11687.00 -9074.21
1214 -11284.00 -9074.21
1215 -10881.00 -9074.21
1216 -10478.00 -9074.21
1217 -10075.00 -9074.21
1218 -9672.00 -9074.21
1219 -9269.00 -9074.21
1220 -8866.00 -9074.21
1221 -8463.00 -9074.21
1222 -8060.00 -9074.21
1223 -7657.00 -9074.21
1224 -7254.00 -9074.21
1225 -6851.00 -9074.21
1226 -6448.00 -9074.21
1227 -6045.00 -9074.21
1228 -5642.00 -9074.21
1229 -5239.00 -9074.21
1230 -4836.00 -9074.21
1231 -4433.00 -9074.21
1232 -4030.00 -9074.21
1233 -3627.00 -9074.21
1234 -3224.00 -9074.21
1235 -2821.00 -9074.21
1236 -2418.00 -9074.21
1237 -2015.00 -9074.21
1238 -1612.00 -9074.21
1239 -1209.00 -9074.21
1240 -806.00 -9074.21
1241 -403.00 -9074.21
1242 0.00 -9074.21
1243 403.00 -9074.21
1244 806.00 -9074.21
1245 1209.00 -9074.21
1246 1612.00 -9074.21
1247 2015.00 -9074.21
1248 2418.00 -9074.21
1249 2821.00 -9074.21
1250 3224.00 -9074.21
1251 3627.00 -9074.21
1252 4030.00 -9074.21
1253 4433.00 -9074.21
1254 4836.00 -9074.21
1255 5239.00 -9074.21
1256 5642.00 -9074.21
1257 6045.00 -9074.21
1258 6448.00 -9074.21
1259 6851.00 -9074.21
1260 7254.00 -9074.21
1261 7657.00 -9074.21
1262 8060.00 -9074.21
1263 8463.00 -9074.21
1264 8866.00 -9074.21
1265 9269.00 -9074.21
1266 9672.00 -9074.21
1267 10075.00 -9074.21
1268 10478.00 -9074.21
1269 10881.00 -9074.21
1270 11284.00 -9074.21
1271 11687.00 -9074.21
1272 12090.00 -9074.21
1273 12493.00 -9074.21
1274 12896.00 -9074.21
1275 -13097.50 -8725.21
1276 -12694.50 -8725.21
1277 -12291.50 -8725.21
1278 -11888.50 -8725.21
1279 -11485.50 -8725.21
1280 -11082.50 -8725.21
1281 -10679.50 -8725.21
1282 -10276.50 -8725.21
1283 -9873.50 -8725.21
1284 -9470.50 -8725.21
1285 -9067.50 -8725.21
1286 -8664.50 -8725.21
1287 -8261.50 -8725.21
1288 -7858.50 -8725.21
1289 -7455.50 -8725.21
1290 -7052.50 -8725.21
1291 -6649.50 -8725.21
1292 -6246.50 -8725.21
1293 -5843.50 -8725.21
1294 -5440.50 -8725.21
1295 -5037.50 -8725.21
1296 -4634.50 -8725.21
1297 -4231.50 -8725.21
1298 -3828.50 -8725.21
1299 -3425.50 -8725.21
1300 -3022.50 -8725.21
1301 -2619.50 -8725.21
1302 -2216.50 -8725.21
1303 -1813.50 -8725.21
1304 -1410.50 -8725.21
1305 -1007.50 -8725.21
1306 -604.50 -8725.21
1307 -201.50 -8725.21
1308 201.50 -8725.21
1309 604.50 -8725.21
1310 1007.50 -8725.21
1311 1410.50 -8725.21
1312 1813.50 -8725.21
1313 2216.50 -8725.21
1314 2619.50 -8725.21
1315 3022.50 -8725.21
1316 3425.50 -8725.21
1317 3828.50 -8725.21
1318 4231.50 -8725.21
1319 4634.50 -8725.21
1320 5037.50 -8725.21
1321 5440.50 -8725.21
1322 5843.50 -8725.21
1323 6246.50 -8725.21
1324 6649.50 -8725.21
1325 7052.50 -8725.21
1326 7455.50 -8725.21
1327 7858.50 -8725.21
1328 8261.50 -8725.21
1329 8664.50 -8725.21
1330 9067.50 -8725.21
1331 9470.50 -8725.21
1332 9873.50 -8725.21
1333 10276.50 -8725.21
1334 10679.50 -8725.21
1335 11082.50 -8725.21
1336 11485.50 -8725.21
1337 11888.50 -8725.21
1338 12291.50 -8725.21
1339 12694.50 -8725.21
1340 13097.50 -8725.21
1341 -27404.00 -8376.20
1342 -25792.00 -8376.20
1343 -24180.00 -8376.20
1344 -22568.00 -8376.20
1345 -20956.00 -8376.20
1346 -19344.00 -8376.20
1347 -17732.00 -8376.20
1348 -16120.00 -8376.20
1349 -14508.00 -8376.20
1350 -13299.00 -8376.20
1351 -12896.00 -8376.20
1352 -12493.00 -8376.20
1353 -12090.00 -8376.20
1354 -11687.00 -8376.20
1355 -11284.00 -8376.20
1356 -10881.00 -8376.20
1357 -10478.00 -8376.20
1358 -10075.00 -8376.20
1359 -9672.00 -8376.20
1360 -9269.00 -8376.20
1361 -8866.00 -8376.20
1362 -8463.00 -8376.20
1363 -8060.00 -8376.20
1364 -7657.00 -8376.20
1365 -7254.00 -8376.20
1366 -6851.00 -8376.20
1367 -6448.00 -8376.20
1368 -6045.00 -8376.20
1369 -5642.00 -8376.20
1370 -5239.00 -8376.20
1371 -4836.00 -8376.20
1372 -4433.00 -8376.20
1373 -4030.00 -8376.20
1374 -3627.00 -8376.20
1375 -3224.00 -8376.20
1376 -2821.00 -8376.20
1377 -2418.00 -8376.20
1378 -2015.00 -8376.20
1379 -1612.00 -8376.20
1380 -1209.00 -8376.20
1381 -806.00 -8376.20
1382 -403.00 -8376.20
1383 0.00 -8376.20
1384 403.00 -8376.20
1385 806.00 -8376.20
1386 1209.00 -8376.20
1387 1612.00 -8376.20
1388 2015.00 -8376.20
1389 2418.00 -8376.20
1390 2821.00 -8376.20
1391 3224.00 -8376.20
1392 3627.00 -8376.20
1393 4030.00 -8376.20
1394 4433.00 -8376.20
1395 4836.00 -8376.20
1396 5239.00 -8376.20
1397 5642.00 -8376.20
1398 6045.00 -8376.20
1399 6448.00 -8376.20
1400 6851.00 -8376.20
1401 7254.00 -8376.20
1402 7657.00 -8376.20
1403 8060.00 -8376.20
1404 8463.00 -8376.20
1405 8866.00 -8376.20
1406 9269.00 -8376.20
1407 9672.00 -8376.20
1408 10075.00 -8376.20
1409 10478.00 -8376.20
1410 10881.00 -8376.20
1411 11284.00 -8376.20
1412 11687.00 -8376.20
1413 12090.00 -8376.20
1414 12493.00 -8376.20
1415 12896.00 -8376.20
1416 13299.00 -8376.20
1417 14508.00 -8376.20
1418 16120.00 -8376.20
1419 17732.00 -8376.20
1420 19344.00 -8376.20
1421 20956.00 -8376.20
1422 22568.00 -8376.20
1423 24180.00 -8376.20
1424 25792.00 -8376.20
1425 27404.00 -8376.20
1426 -13500.50 -8027.19
1427 -13097.50 -8027.19
1428 -12694.50 -8027.19
1429 -12291.50 -8027.19
1430 -11888.50 -8027.19
1431 -11485.50 -8027.19
1432 -11082.50 -8027.19
1433 -10679.50 -8027.19
1434 -10276.50 -8027.19
1435 -9873.50 -8027.19
1436 -9470.50 -8027.19
1437 -9067.50 -8027.19
1438 -8664.50 -8027.19
1439 -8261.50 -8027.19
1440 -7858.50 -8027.19
1441 -7455.50 -8027.19
1442 -7052.50 -8027.19
1443 -6649.50 -8027.19
1444 -6246.50 -8027.19
1445 -5843.50 -8027.19
1446 -5440.50 -8027.19
1447 -5037.50 -8027.19
1448 -4634.50 -8027.19
1449 -4231.50 -8027.19
1450 -3828.50 -8027.19
1451 -3425.50 -8027.19
1452 -3022.50 -8027.19
1453 -2619.50 -8027.19
1454 -2216.50 -8027.19
1455 -1813.50 -8027.19
1456 -1410.50 -8027.19
1457 -1007.50 -8027.19
1458 -604.50 -8027.19
1459 -201.50 -8027.19
1460 201.50 -8027.19
1461 604.50 -8027.19
1462 1007.50 -8027.19
1463 1410.50 -8027.19
1464 1813.50 -8027.19
1465 2216.50 -8027.19
1466 2619.50 -8027.19
1467 3022.50 -8027.19
1468 3425.50 -8027.19
1469 3828.50 -8027.19
1470 4231.50 -8027.19
1471 4634.50 -8027.19
1472 5037.50 -8027.19
1473 5440.50 -8027.19
1474 5843.50 -8027.19
1475 6246.50 -8027.19
1476 6649.50 -8027.19
1477 7052.50 -8027.19
1478 7455.50 -8027.19
1479 7858.50 -8027.19
1480 8261.50 -8027.19
1481 8664.50 -8027.19
1482 9067.50 -8027.19
1483 9470.50 -8027.19
1484 9873.50 -8027.19
1485 10276.50 -8027.19
1486 10679.50 -8027.19
1487 11082.50 -8027.19
1488 11485.50 -8027.19
1489 11888.50 -8027.19
1490 12291.50 -8027.19
1491 12694.50 -8027.19
1492 13097.50 -8027.19
1493 13500.50 -8027.19
1494 -13702.00 -7678.18
1495 -13299.00 -7678.18
1496 -12896.00 -7678.18
1497 -12493.00 -7678.18
1498 -12090.00 -7678.18
1499 -11687.00 -7678.18
1500 -11284.00 -7678.18
1501 -10881.00 -7678.18
1502 -10478.00 -7678.18
1503 -10075.00 -7678.18
1504 -9672.00 -7678.18
1505 -9269.00 -7678.18
1506 -8866.00 -7678.18
1507 -8463.00 -7678.18
1508 -8060.00 -7678.18
1509 -7657.00 -7678.18
1510 -7254.00 -7678.18
1511 -6851.00 -7678.18
1512 -6448.00 -7678.18
1513 -6045.00 -7678.18
1514 -5642.00 -7678.18
1515 -5239.00 -7678.18
1516 -4836.00 -7678.18
1517 -4433.00 -7678.18
1518 -4030.00 -7678.18
1519 -3627.00 -7678.18
1520 -3224.00 -7678.18
1521 -2821.00 -7678.18
1522 -2418.00 -7678.18
1523 -2015.00 -7678.18
1524 -1612.00 -7678.18
1525 -1209.00 -7678.18
1526 -806.00 -7678.18
1527 -403.00 -7678.18
1528 0.00 -7678.18
1529 403.00 -7678.18
1530 806.00 -7678.18
1531 1209.00 -7678.18
1532 1612.00 -7678.18
1533 2015.00 -7678.18
1534 2418.00 -7678.18
1535 2821.00 -7678.18
1536 3224.00 -7678.18
1537 3627.00 -7678.18
1538 4030.00 -7678.18
1539 4433.00 -7678.18
1540 4836.00 -7678.18
1541 5239.00 -7678.18
1542 5642.00 -7678.18
1543 6045.00 -7678.18
1544 6448.00 -7678.18
1545 6851.00 -7678.18
1546 7254.00 -7678.18
1547 7657.00 -7678.18
1548 8060.00 -7678.18
1549 8463.00 -7678.18
1550 8866.00 -7678.18
1551 9269.00 -7678.18
1552 9672.00 -7678.18
1553 10075.00 -7678.18
1554 10478.00 -7678.18
1555 10881.00 -7678.18
1556 11284.00 -7678.18
1557 11687.00 -7678.18
1558 12090.00 -7678.18
1559 12493.00 -7678.18
1560 12896.00 -7678.18
1561 13299.00 -7678.18
1562 13702.00 -7678.18
1563 -13903.50 -7329.17
1564 -13500.50 -7329.17
1565 -13097.50 -7329.17
1566 -12694.50 -7329.17
1567 -12291.50 -7329.17
1568 -11888.50 -7329.17
1569 -11485.50 -7329.17
1570 -11082.50 -7329.17
1571 -10679.50 -7329.17
1572 -10276.50 -7329.17
1573 -9873.50 -7329.17
1574 -9470.50 -7329.17
1575 -9067.50 -7329.17
1576 -8664.50 -7329.17
1577 -8261.50 -7329.17
1578 -7858.50 -7329.17
1579 -7455.50 -7329.17
1580 -7052.50 -7329.17
1581 -6649.50 -7329.17
1582 -6246.50 -7329.17
1583 -5843.50 -7329.17
1584 -5440.50 -7329.17
1585 -5037.50 -7329.17
1586 -4634.50 -7329.17
1587 -4231.50 -7329.17
1588 -3828.50 -7329.17
1589 -3425.50 -7329.17
1590 -3022.50 -7329.17
1591 -2619.50 -7329.17
1592 -2216.50 -7329.17
1593 -1813.50 -7329.17
1594 -1410.50 -7329.17
1595 -1007.50 -7329.17
1596 -604.50 -7329.17
1597 -201.50 -7329.17
1598 201.50 -7329.17
1599 604.50 -7329.17
1600 1007.50 -7329.17
1601 1410.50 -7329.17
1602 1813.50 -7329.17
1603 2216.50 -7329.17
1604 2619.50 -7329.17
1605 3022.50 -7329.17
1606 3425.50 -7329.17
1607 3828.50 -7329.17
1608 4231.50 -7329.17
1609 4634.50 -7329.17
1610 5037.50 -7329.17
1611 5440.50 -7329.17
1612 5843.50 -7329.17
1613 6246.50 -7329.17
1614 6649.50 -7329.17
1615 7052.50 -7329.17
1616 7455.50 -7329.17
1617 7858.50 -7329.17
1618 8261.50 -7329.17
1619 8664.50 -7329.17
1620 9067.50 -7329.17
1621 9470.50 -7329.17
1622 9873.50 -7329.17
1623 10276.50 -7329.17
1624 10679.50 -7329.17
1625 11082.50 -7329.17
1626 11485.50 -7329.17
1627 11888.50 -7329.17
1628 12291.50 -7329.17
1629 12694.50 -7329.17
1630 13097.50 -7329.17
1631 13500.50 -7329.17
1632 13903.50 -7329.17
1633 -28210.00 -6980.16
1634 -26598.00 -6980.16
1635 -24986.00 -6980.16
1636 -23374.00 -6980.16
1637 -21762.00 -6980.16
1638 -20150.00 -6980.16
1639 -18538.00 -6980.16
1640 -16926.00 -6980.16
1641 -15314.00 -6980.16
1642 -14105.00 -6980.16
1643 -13702.00 -6980.16
1644 -13299.00 -6980.16
1645 -12896.00 -6980.16
1646 -12493.00 -6980.16
1647 -12090.00 -6980.16
1648 -11687.00 -6980.16
1649 -11284.00 -6980.16
1650 -10881.00 -6980.16
1651 -10478.00 -6980.16
1652 -10075.00 -6980.16
1653 -9672.00 -6980.16
1654 -9269.00 -6980.16
1655 -8866.00 -6980.16
1656 -8463.00 -6980.16
1657 -8060.00 -6980.16
1658 -7657.00 -6980.16
1659 -7254.00 -6980.16
1660 -6851.00 -6980.16
1661 -6448.00 -6980.16
1662 -6045.00 -6980.16
1663 -5642.00 -6980.16
1664 -5239.00 -6980.16
1665 -4836.00 -6980.16
1666 -4433.00 -6980.16
1667 -4030.00 -6980.16
1668 -3627.00 -6980.16
1669 -3224.00 -6980.16
1670 -2821.00 -6980.16
1671 -2418.00 -6980.16
1672 -2015.00 -6980.16
1673 -1612.00 -6980.16
1674 -1209.00 -6980.16
1675 -806.00 -6980.16
1676 -403.00 -6980.16
1677 0.00 -6980.16
1678 403.00 -6980.16
1679 806.00 -6980.16
1680 1209.00 -6980.16
1681 1612.00 -6980.16
1682 2015.00 -6980.16
1683 2418.00 -6980.16
1684 2821.00 -6980.16
1685 3224.00 -6980.16
1686 3627.00 -6980.16
1687 4030.00 -6980.16
1688 4433.00 -6980.16
1689 4836.00 -6980.16
1690 5239.00 -6980.16
1691 5642.00 -6980.16
1692 6045.00 -6980.16
1693 6448.00 -6980.16
1694 6851.00 -6980.16
1695 7254.00 -6980.16
1696 7657.00 -6980.16
1697 8060.00 -6980.16
1698 8463.00 -6980.16
1699 8866.00 -6980.16
1700 9269.00 -6980.16
1701 9672.00 -6980.16
1702 10075.00 -6980.16
1703 10478.00 -6980.16
1704 10881.00 -6980.16
1705 11284.00 -6980.16
1706 11687.00 -6980.16
1707 12090.00 -6980.16
1708 12493.00 -6980.16
1709 12896.00 -6980.16
1710 13299.00 -6980.16
1711 13702.00 -6980.16
1712 14105.00 -6980.16
1713 15314.00 -6980.16
1714 16926.00 -6980.16
1715 18538.00 -6980.16
1716 20150.00 -6980.16
1717 21762.00 -6980.16
1718 23374.00 -6980.16
1719 24986.00 -6980.16
1720 26598.00 -6980.16
1721 28210.00 -6980.16
1722 -14306.50 -6631.16
1723 -13903.50 -6631.16
1724 -13500.50 -6631.16
1725 -13097.50 -6631.16
1726 -12694.50 -6631.16
1727 -12291.50 -6631.16
1728 -11888.50 -6631.16
1729 -11485.50 -6631.16
1730 -11082.50 -6631.16
1731 -10679.50 -6631.16
1732 -10276.50 -6631.16
1733 -9873.50 -6631.16
1734 -9470.50 -6631.16
1735 -9067.50 -6631.16
1736 -8664.50 -6631.16
1737 -8261.50 -6631.16
1738 -7858.50 -6631.16
1739 -7455.50 -6631.16
1740 -7052.50 -6631.16
1741 -6649.50 -6631.16
1742 -6246.50 -6631.16
1743 -5843.50 -6631.16
1744 -5440.50 -6631.16
1745 -5037.50 -6631.16
1746 -4634.50 -6631.16
1747 -4231.50 -6631.16
1748 -3828.50 -6631.16
1749 -3425.50 -6631.16
1750 -3022.50 -6631.16
1751 -2619.50 -6631.16
1752 -2216.50 -6631.16
1753 -1813.50 -6631.16
1754 -1410.50 -6631.16
1755 -1007.50 -6631.16
1756 -604.50 -6631.16
1757 -201.50 -6631.16
1758 201.50 -6631.16
1759 604.50 -6631.16
1760 1007.50 -6631.16
1761 1410.50 -6631.16
1762 1813.50 -6631.16
1763 2216.50 -6631.16
1764 2619.50 -6631.16
1765 3022.50 -6631.16
1766 3425.50 -6631.16
1767 3828.50 -6631.16
1768 4231.50 -6631.16
1769 4634.50 -6631.16
1770 5037.50 -6631.16
1771 5440.50 -6631.16
1772 5843.50 -6631.16
1773 6246.50 -6631.16
1774 6649.50 -6631.16
1775 7052.50 -6631.16
1776 7455.50 -6631.16
1777 7858.50 -6631.16
1778 8261.50 -6631.16
1779 8664.50 -6631.16
1780 9067.50 -6631.16
1781 9470.50 -6631.16
1782 9873.50 -6631.16
1783 10276.50 -6631.16
1784 10679.50 -6631.16
1785 11082.50 -6631.16
1786 11485.50 -6631.16
1787 11888.50 -6631.16
1788 12291.50 -6631.16
1789 12694.50 -6631.16
1790 13097.50 -6631.16
1791 13500.50 -6631.16
1792 13903.50 -6631.16
1793 14306.50 -6631.16
1794 -14508.00 -6282.15
1795 -14105.00 -6282.15
1796 -13702.00 -6282.15
1797 -13299.00 -6282.15
1798 -12896.00 -6282.15
1799 -12493.00 -6282.15
1800 -12090.00 -6282.15
1801 -11687.00 -6282.15
1802 -11284.00 -6282.15
1803 -10881.00 -6282.15
1804 -10478.00 -6282.15
1805 -10075.00 -6282.15
1806 -9672.00 -6282.15
1807 -9269.00 -6282.15
1808 -8866.00 -6282.15
1809 -8463.00 -6282.15
1810 -8060.00 -6282.15
1811 -7657.00 -6282.15
1812 -7254.00 -6282.15
1813 -6851.00 -6282.15
1814 -6448.00 -6282.15
1815 -6045.00 -6282.15
1816 -5642.00 -6282.15
1817 -5239.00 -6282.15
1818 -4836.00 -6282.15
1819 -4433.00 -6282.15
1820 -4030.00 -6282.15
1821 -3627.00 -6282.15
1822 -3224.00 -6282.15
1823 -2821.00 -6282.15
1824 -2418.00 -6282.15
1825 -2015.00 -6282.15
1826 -1612.00 -6282.15
1827 -1209.00 -6282.15
1828 -806.00 -6282.15
1829 -403.00 -6282.15
1830 0.00 -6282.15
1831 403.00 -6282.15
1832 806.00 -6282.15
1833 1209.00 -6282.15
1834 1612.00 -6282.15
1835 2015.00 -6282.15
1836 2418.00 -6282.15
1837 2821.00 -6282.15
1838 3224.00 -6282.15
1839 3627.00 -6282.15
1840 4030.00 -6282.15
1841 4433.00 -6282.15
1842 4836.00 -6282.15
1843 5239.00 -6282.15
1844 5642.00 -6282.15
1845 6045.00 -6282.15
1846 6448.00 -6282.15
1847 6851.00 -6282.15
1848 7254.00 -6282.15
1849 7657.00 -6282.15
1850 8060.00 -6282.15
1851 8463.00 -6282.15
1852 8866.00 -6282.15
1853 9269.00 -6282.15
1854 9672.00 -6282.15
1855 10075.00 -6282.15
1856 10478.00 -6282.15
1857 10881.00 -6282.15
1858 11284.00 -6282.15
1859 11687.00 -6282.15
1860 12090.00 -6282.15
1861 12493.00 -6282.15
1862 12896.00 -6282.15
1863 13299.00 -6282.15
1864 13702.00 -6282.15
1865 14105.00 -6282.15
1866 14508.00 -6282.15
1867 -14709.50 -5933.14
1868 -14306.50 -5933.14
1869 -13903.50 -5933.14
1870 -13500.50 -5933.14
1871 -13097.50 -5933.14
1872 -12694.50 -5933.14
1873 -12291.50 -5933.14
1874 -11888.50 -5933.14
1875 -11485.50 -5933.14
1876 -11082.50 -5933.14
1877 -10679.50 -5933.14
1878 -10276.50 -5933.14
1879 -9873.50 -5933.14
1880 -9470.50 -5933.14
1881 -9067.50 -5933.14
1882 -8664.50 -5933.14
1883 -8261.50 -5933.14
1884 -7858.50 -5933.14
1885 -7455.50 -5933.14
1886 -7052.50 -5933.14
1887 -6649.50 -5933.14
1888 -6246.50 -5933.14
1889 -5843.50 -5933.14
1890 -5440.50 -5933.14
1891 -5037.50 -5933.14
1892 -4634.50 -5933.14
1893 -4231.50 -5933.14
1894 -3828.50 -5933.14
1895 -3425.50 -5933.14
1896 -3022.50 -5933.14
1897 -2619.50 -5933.14
1898 -2216.50 -5933.14
1899 -1813.50 -5933.14
1900 -1410.50 -5933.14
1901 -1007.50 -5933.14
1902 -604.50 -5933.14
1903 -201.50 -5933.14
1904 201.50 -5933.14
1905 604.50 -5933.14
1906 1007.50 -5933.14
1907 1410.50 -5933.14
1908 1813.50 -5933.14
1909 2216.50 -5933.14
1910 2619.50 -5933.14
1911 3022.50 -5933.14
1912 3425.50 -5933.14
1913 3828.50 -5933.14
1914 4231.50 -5933.14
1915 4634.50 -5933.14
1916 5037.50 -5933.14
1917 5440.50 -5933.14
1918 5843.50 -5933.14
1919 6246.50 -5933.14
1920 6649.50 -5933.14
1921 7052.50 -5933.14
1922 7455.50 -5933.14
1923 7858.50 -5933.14
1924 8261.50 -5933.14
1925 8664.50 -5933.14
1926 9067.50 -5933.14
1927 9470.50 -5933.14
1928 9873.50 -5933.14
1929 10276.50 -5933.14
1930 10679.50 -5933.14
1931 11082.50 -5933.14
1932 11485.50 -5933.14
1933 11888.50 -5933.14
1934 12291.50 -5933.14
1935 12694.50 -5933.14
1936 13097.50 -5933.14
1937 13500.50 -5933.14
1938 13903.50 -5933.14
1939 14306.50 -5933.14
1940 14709.50 -5933.14
1941 -29016.00 -5584.13
1942 -27404.00 -5584.13
1943 -25792.00 -5584.13
1944 -24180.00 -5584.13
1945 -22568.00 -5584.13
1946 -20956.00 -5584.13
1947 -19344.00 -5584.13
1948 -17732.00 -5584.13
1949 -16120.00 -5584.13
1950 -14911.00 -5584.13
1951 -14508.00 -5584.13
1952 -14105.00 -5584.13
1953 -13702.00 -5584.13
1954 -13299.00 -5584.13
1955 -12896.00 -5584.13
1956 -12493.00 -5584.13
1957 -12090.00 -5584.13
1958 -11687.00 -5584.13
1959 -11284.00 -5584.13
1960 -10881.00 -5584.13
1961 -10478.00 -5584.13
1962 -10075.00 -5584.13
1963 -9672.00 -5584.13
1964 -9269.00 -5584.13
1965 -8866.00 -5584.13
1966 -8463.00 -5584.13
1967 -8060.00 -5584.13
1968 -7657.00 -5584.13
1969 -7254.00 -5584.13
1970 -6851.00 -5584.13
1971 -6448.00 -5584.13
1972 -6045.00 -5584.13
1973 -5642.00 -5584.13
1974 -5239.00 -5584.13
1975 -4836.00 -5584.13
1976 -4433.00 -5584.13
1977 -4030.00 -5584.13
1978 -3627.00 -5584.13
1979 -3224.00 -5584.13
1980 -2821.00 -5584.13
1981 -2418.00 -5584.13
1982 -2015.00 -5584.13
1983 -1612.00 -5584.13
1984 -1209.00 -5584.13
1985 -806.00 -5584.13
1986 -403.00 -5584.13
1987 0.00 -5584.13
1988 403.00 -5584.13
1989 806.00 -5584.13
1990 1209.00 -5584.13
1991 1612.00 -5584.13
1992 2015.00 -5584.13
1993 2418.00 -5584.13
1994 2821.00 -5584.13
1995 3224.00 -5584.13
1996 3627.00 -5584.13
1997 4030.00 -5584.13
1998 4433.00 -5584.13
1999 4836.00 -5584.13
2000 5239.00 -5584.13
