,True NSB Background,True gain,ADC noise,Baseline mean,Offset,Baseline mean - offset,Signal Variance,Signal mean,Baseline/Var,Var/(Mean - Offset)
1971,249648454.30386373,6.727272727272728,1.0,235.04746095155835,199.22125,35.82621095155835,202.09911925794287,236.47051872645696,5.641096668894372,5.393550079552167
1343,1497.242525164446,6.727272727272728,1.0,199.50083206951277,199.22125,0.2795820695127702,1.0793443658717243,199.5008755540616,3.8605636182345524,2.1549152421581255
1966,3037.181771274528,6.727272727272728,1.0,199.502364914668,199.22125,0.2811149146679952,1.0831597761550944,199.50152520269887,3.8530854096956655,2.159731495698034
1960,21990599.128530223,6.727272727272728,1.0,201.4917478344158,199.22125,2.2704978344158064,18.828811565865404,202.7459627751472,8.292811946552687,5.026427836065586
1956,7729420.088193235,6.727272727272728,1.0,200.1302458564033,199.22125,0.9089958564032941,7.344272956985523,200.64094027502009,8.079545033401219,4.47564915602771
1954,20678825.88386045,6.727272727272728,1.0,201.3492224930613,199.22125,2.127972493061293,17.64011847985956,202.54936891611945,8.289636514277754,4.969930964275654
1945,620852.3278997751,6.727272727272728,1.0,199.5537357126429,199.22125,0.3324857126428924,1.573710140383821,199.5916980830192,4.733166209984098,2.659650564277333
1975,2634517.990507076,6.727272727272728,1.0,199.7153557453006,199.22125,0.49410574530060103,3.195895253126292,199.88858902235063,6.468039045330252,3.596595470729572
1941,3583084.8703636527,6.727272727272728,1.0,199.79835714242864,199.22125,0.5771071424286447,3.995052108214245,200.039578954946,6.922548370137709,3.8429520809429856
1364,1561910.3166241592,6.727272727272728,1.0,199.62722569513903,199.22125,0.4059756951390341,2.2880820833740656,199.72390078015604,5.636007551118222,3.1607675334744756
1938,26143.41220150031,6.727272727272728,1.0,199.50378616116424,199.22125,0.28253616116424496,1.1072497051821883,199.50426851579564,3.9189663391034677,2.195754187498994
1936,13705.498129880796,6.727272727272728,1.0,199.5026194423512,199.22125,0.2813694423512061,1.0897721559129048,199.50296709369505,3.8731005997184593,2.1666867864195507
1367,411.48808287049496,6.727272727272728,1.0,199.82,199.22125,0.5987499999999955,2.7875,199.75,4.655532359081455,3.716666666666667
1922,595.1471715661671,6.727272727272728,1.0,199.500550639872,199.22125,0.27930063987199105,1.0838172221584477,199.5001199760048,3.880468095795206,2.167114440851732
742,1856.8691553430376,6.727272727272728,1.0,199.49388809049577,199.22125,0.27263809049577503,1.08049677733373,199.4996008034356,3.9631174623065886,2.1627202556590412
1976,134963716.33045778,6.727272727272728,1.0,218.12294736168624,199.22125,18.901697361686246,110.5608446469932,219.52754079284367,5.849254833118856,5.385976126547854
2085,302.5529108082671,6.727272727272728,1.0,199.94,199.22125,0.71875,1.1904,199.64,1.6562086956521738,1.8600000000000394
1991,82513981.97985631,6.727272727272728,1.0,210.24212903258052,199.22125,11.020879032580524,67.75556767664831,211.69521438782752,6.1479277175936335,5.337095192469849
1335,26959.8743079786,6.727272727272728,1.0,199.5014916874721,199.22125,0.2802416874721132,1.109664579664568,199.5038069807047,3.9596699180416928,2.202558960402723
2007,2856.009181866182,6.727272727272728,1.0,199.5036262704981,199.22125,0.282376270498105,1.085323523956131,199.49959387965663,3.8435365763619096,2.172411568976933
1337,120.26342165032624,6.727272727272728,1.0,199.49960607878424,199.22125,0.27835607878424184,1.0820443325012266,199.5011217756449,3.8872667599974924,2.1592442896913657
1998,137582.84121315283,6.727272727272728,1.0,199.50740047549192,199.22125,0.2861504754919224,1.186109235605177,199.5176184936011,4.145054218645389,2.2914738369437653
1997,583817.5264434903,6.727272727272728,1.0,199.5511684432236,199.22125,0.32991844322359043,1.5473092824624315,199.59048627739915,4.689975096099123,2.62039837619545
1340,58832327.04032601,6.727272727272728,1.0,206.6710338208684,199.22125,7.44978382086839,48.39189132153348,208.179053655513,6.495744371263197,5.271991333493184
431,973.450463919428,6.727272727272728,1.0,199.50247026984104,199.22125,0.2812202698410431,1.0844367675498248,199.50190903998572,3.856182799919763,2.1606240994995436
743,566136.9956667599,6.727272727272728,1.0,199.54472232298355,199.22125,0.3234723229835481,1.5362160532149352,199.5814613440646,4.74914218022006,2.641991714318126
432,114401.23632369624,6.727272727272728,1.0,199.5112212375465,199.22125,0.2899712375464958,1.1913529502726254,199.51934498010263,4.108521108344743,2.2939529521151742
1990,14297455.86553036,6.727272727272728,1.0,200.70843364399644,199.22125,1.4871836439964454,12.669198050949012,201.61271352674297,8.518919705775955,4.84905747272743
746,613.7336938462857,6.727272727272728,1.0,199.33375,199.22125,0.11250000000001137,5.953600000000002,200.08,52.92088888888355,5.51259259259253
1986,548991.9081653474,6.727272727272728,1.0,199.5425512756378,199.22125,0.32130127563780775,1.5052779009254504,199.57800500250124,4.684942186853625,2.604264486313358
437,282326245.0791033,6.727272727272728,1.0,239.70245988171453,199.22125,40.481209881714534,226.23356647756628,241.1282985368273,5.588606841016295,5.370109269421354
1342,21324628.26078452,6.727272727272728,1.0,201.4205436819048,199.22125,2.1992936819048055,18.29540466714675,202.6526102369998,8.318763800249325,5.008857633322053
381,4259.732268837781,6.727272727272728,1.0,199.50189995579117,199.22125,0.28064995579117635,1.0895832274666728,199.50154731032345,3.8823566688084594,2.172443566219118
1301,3330.7156878694445,6.727272727272728,1.0,199.50500218409493,199.22125,0.2837521840949364,1.0893569690367664,199.50387070157984,3.839113952590034,2.1619772009390177
1913,10840727.572015854,6.727272727272728,1.0,200.39559706521,199.22125,1.1743470652100143,9.806532233780551,201.1012340593996,8.350625231925624,4.667034683695684
377,526.2619896466969,6.727272727272728,1.0,199.4961557209962,199.22125,0.2749057209962018,1.0883266616386702,199.499540529068,3.958908740403067,2.1786553809140305
1250,11528415.37700014,6.727272727272728,1.0,200.44786901029377,199.22125,1.2266190102937742,10.398890340134434,201.19275236548904,8.477685616207683,4.742391573165721
2198,395970444.66607225,6.727272727272728,1.0,256.6619822292957,199.22125,57.44073222929569,319.4483997565536,258.0819915665132,5.561356677720585,5.406865802702771
2196,1135.2508080599528,6.727272727272728,1.0,199.7775,199.22125,0.5562500000000057,1.3770999999999998,199.77,2.4756853932584013,1.7884415584415343
321,121658.34472092368,6.727272727272728,1.0,199.5129866340111,199.22125,0.2917366340111016,1.1964812088131669,199.520427826322,4.101237449554026,2.2990338876939616
2188,101159.88972495176,6.727272727272728,1.0,199.51168837667248,199.22125,0.2904383766724834,1.1741352404725904,199.5176840683668,4.042631190562738,2.26805364935561
2187,9885340.946089877,6.727272727272728,1.0,200.32231927680724,199.22125,1.1010692768072374,9.117049375260793,200.9768602313977,8.280177793805523,4.611883647846358
325,375.22389225314026,6.727272727272728,1.0,199.4963099880024,199.22125,0.27505998800239695,1.0801739363185152,199.4998300339932,3.927048583704229,2.1610824937607265
2178,273776179.9661078,6.727272727272728,1.0,238.508310523464,199.22125,39.28706052346399,222.98817665756604,239.9305347006592,5.675868178643386,5.4479663724983
2176,2302.8754541190046,6.727272727272728,1.0,199.49500913819767,199.22125,0.2737591381976756,1.0905599634587095,199.5001700657134,3.9836477081223114,2.1803783117312636
2175,218221.8150138592,6.727272727272728,1.0,199.52238641530903,199.22125,0.30113641530903124,1.2565278858724034,199.5356433878396,4.172620188039807,2.3458291736603623
329,15030.090744981337,6.727272727272728,1.0,199.50462127395417,199.22125,0.28337127395417383,1.0945973535643336,199.50444768878825,3.862767521528486,2.1698926923299187
787,14574.914307212275,6.727272727272728,1.0,199.5008264858142,199.22125,0.2795764858142036,1.0861112530914117,199.5010619412584,3.8848447855990362,2.1676187386407397
1262,6967.416718726147,6.727272727272728,1.0,199.49789078604127,199.22125,0.27664078604126985,1.085721704194884,199.5000925122416,3.9246624466752116,2.171041712518931
332,225036.91020466623,6.727272727272728,1.0,199.52265003224343,199.22125,0.3014000322434356,1.2660972026961776,199.53575219395745,4.200720196584362,2.3632142191408985
1263,2259036.278023737,6.727272727272728,1.0,199.6818252293165,199.22125,0.46057522931650396,2.808200930906227,199.82247651819029,6.09716014270592,3.414323532403306
314,372350195.3060149,6.727272727272728,1.0,253.2113043765133,199.22125,53.990054376513314,301.106660028472,254.64233115464052,5.577076435756639,5.411467380682522
2207,254493.16735987336,6.727272727272728,1.0,199.5198668210072,199.22125,0.2986168210072151,1.2682753110797669,199.53441009965812,4.247166341138978,2.373224817216461
2210,10512423.249521814,6.727272727272728,1.0,200.3751787117557,199.22125,1.1539287117556967,9.688980536565795,201.0697350766936,8.396515692745057,4.681266044949054
2240,270637.0881883041,6.727272727272728,1.0,199.5210766130649,199.22125,0.29982661306490854,1.2876060142023475,199.537899506757,4.294502082520599,2.393766861705018
799,8910.796540002068,6.727272727272728,1.0,199.49967006746357,199.22125,0.2784200674635713,1.0914131878219695,199.5023332444707,3.9200234299374666,2.1726875532038354
2247,76702.2340224364,6.727272727272728,1.0,199.50696189111403,199.22125,0.2857118911140333,1.1379875700380555,199.5118239848216,3.9829898769731713,2.2233963311326677
2246,984741.4158279238,6.727272727272728,1.0,199.58398128189336,199.22125,0.36273128189336035,1.8933362569078256,199.64881304688623,5.219666324407193,2.918153797914944
2244,72126.82714930152,6.727272727272728,1.0,199.50545109280048,199.22125,0.2842010928004868,1.134021304487412,199.5089941132754,3.990207403190779,2.22796546150587
2242,4529.950841744237,6.727272727272728,1.0,199.5023076625736,199.22125,0.2810576625736019,1.0908058616094882,199.50281789952456,3.881074978070857,2.169385502467006
2241,51426.30353562002,6.727272727272728,1.0,199.50148495875487,199.22125,0.2802349587548747,1.126110634555712,199.50711870991205,4.018451657706047,2.220605575272535
301,25645727.60063195,6.727272727272728,1.0,201.92237374100932,199.22125,2.701123741009326,21.953205404327186,203.30961022029464,8.127434175275493,5.094011820592505
309,205204.5462861932,6.727272727272728,1.0,199.51875202451347,199.22125,0.2975020245134772,1.2523324372456206,199.5315803980822,4.209492151502614,2.355866472435161
1236,572703560.5086504,6.727272727272728,1.0,282.6989237207312,199.22125,83.47767372073122,461.2807710057829,284.11123685141825,5.525798102004685,5.41973995526651
1237,1746.1040387313944,6.727272727272728,1.0,199.51133710913945,199.22125,0.29008710913944924,1.094974951153598,199.50496166767164,3.7746418805091646,2.1684318261275055
2234,59974.035462765154,6.727272727272728,1.0,199.50456125678403,199.22125,0.2833112567840317,1.1275339438075664,199.5083675071251,3.979841664629253,2.2179504551421507
2227,67824.35037163955,6.727272727272728,1.0,199.50121584447044,199.22125,0.27996584447043915,1.136125955698183,199.50873724620723,4.058087720833187,2.233227396201665
307,1323.9445097305402,6.727272727272728,1.0,199.4987874552728,199.22125,0.2775374552728067,1.087287644743457,199.50045829514207,3.9176248974204313,2.172583920174215
2217,47438055.420165226,6.727272727272728,1.0,204.9242229753372,199.22125,5.70297297533719,39.175736045430256,206.48104249767567,6.8693532679968525,5.236668025559537
783,7495339.671683494,6.727272727272728,1.0,200.10914658168716,199.22125,0.8878965816871585,7.199191311302205,200.6126405381948,8.10814171355687,4.464225685012881
336,5974.393489976511,6.727272727272728,1.0,199.49992944411696,199.22125,0.27867944411696044,1.0885556406684296,199.5011733825672,3.906121042108753,2.172014074435537
2161,96228897.29972896,6.727272727272728,1.0,212.28791940505016,199.22125,13.066669405050163,79.7221323519751,213.73632741036064,6.101182319739653,5.409905068743587
2107,3369348.3169003986,6.727272727272728,1.0,199.77993654203067,199.22125,0.5586865420306708,3.898239934600386,200.00901771143324,6.977508211369051,3.863400900132057
773,3267309.813573191,6.727272727272728,1.0,199.75741837981863,199.22125,0.5361683798186334,3.675330044232736,199.96902023776423,6.854805659140079,3.792831048309834
1291,7970810.866046621,6.727272727272728,1.0,200.16041781640916,199.22125,0.9391678164091672,7.570317350454752,200.6958221358416,8.060665216786552,4.464098675476791
364,19445301.941784672,6.727272727272728,1.0,201.22480815448407,199.22125,2.003558154484068,16.73347312057651,202.3873679874916,8.351877924344805,4.939963175647763
365,5860660.683540523,6.727272727272728,1.0,199.9851083573994,199.22125,0.763858357399414,5.925593955161014,200.383700791181,7.7574512313185044,4.282424345586602
2109,196.7084600099326,6.727272727272728,1.0,199.69375,199.22125,0.4724999999999966,2.5419,199.91,5.3796825396825785,2.793296703296714
2108,4178640.973727456,6.727272727272728,1.0,199.83974670458,199.22125,0.6184967045799965,4.400116425020389,200.11581361680345,7.114211591488402,3.9434152431529848
1296,45473.97704606499,6.727272727272728,1.0,199.50444091561224,199.22125,0.28319091561223786,1.131712012798662,199.50790901346264,3.996286428722419,2.2281786359397096
1289,1693.2244234443515,6.727272727272728,1.0,199.4960472808328,199.22125,0.2747972808328143,1.0835848343297674,199.50040346097612,3.943215271438645,2.1654223418360523
1297,296793.29827197647,6.727272727272728,1.0,199.52631287297527,199.22125,0.30506287297527024,1.3601217567291133,199.5480407201244,4.458496517337168,2.481789594795806
2096,63778.52298719147,6.727272727272728,1.0,199.5062055767333,199.22125,0.28495557673329586,1.132813620517556,199.50919130553297,3.9754042840783317,2.224730878568029
1300,1592.2209681535842,6.727272727272728,1.0,199.506993546244,199.22125,0.28574354624399234,1.105645097839676,199.50685711574053,3.869361573946385,2.181374323263278
2094,1641.9462326147773,6.727272727272728,1.0,199.4966014156689,199.22125,0.27535141566889365,1.0851535486219,199.4998326605605,3.9409768276869235,2.1710336963676324
2093,38250553.99396612,6.727272727272728,1.0,203.60204765122947,199.22125,4.3807976512294715,32.05402516803764,205.1654116696725,7.316938082963424,5.199008093119002
2092,16997.457865546614,6.727272727272728,1.0,199.498619183423,199.22125,0.2773691834229908,1.094231758625442,199.5014846034439,3.945037242860277,2.181984753092869
2129,198990.06122569848,6.727272727272728,1.0,199.5225620791753,199.22125,0.3013120791752897,1.2632186613888865,199.53173359687605,4.192393032653706,2.37566079858472
1285,293.39029439330284,6.727272727272728,1.0,199.5002651969606,199.22125,0.2790151969606143,1.0865467479949322,199.5024375124975,3.89422067267651,2.162551005783733
2160,56396.49150249792,6.727272727272728,1.0,199.50173964697896,199.22125,0.28048964697896395,1.1304781032866185,199.50813249603985,4.030373724886187,2.224770334700191
346,335642.12403967045,6.727272727272728,1.0,199.5201226445744,199.22125,0.2988726445744021,1.3397376255872295,199.5440962946919,4.482637169738403,2.462317127790479
2157,61847.03226021928,6.727272727272728,1.0,199.50965942633272,199.22125,0.28840942633271993,1.131303814682235,199.50950745362897,3.922561856134066,2.220387173189551
341,26446646.95337729,6.727272727272728,1.0,202.00932031574905,199.22125,2.788070315749053,22.41378063682857,203.4031418951342,8.03917337027664,5.0904061623808685
2155,4582493.276102989,6.727272727272728,1.0,199.86859307008703,199.22125,0.6473430700870324,4.721896736779829,200.173703765918,7.294272473087556,4.02307368681456
343,6043689.866194936,6.727272727272728,1.0,199.9899895421334,199.22125,0.7687395421334031,6.028704221327139,200.3988326381418,7.8423235581147575,4.309810950175983
1275,1800.6350911665115,6.727272727272728,1.0,199.4994211920291,199.22125,0.2781711920291059,1.0901365908195262,199.4988588999796,3.9189413643719866,2.185260382974194
345,4130.72907165968,6.727272727272728,1.0,199.50412012480496,199.22125,0.2828701248049583,1.083135791626675,199.50155881435256,3.829092211040341,2.159538942655887
347,29908386.7757164,6.727272727272728,1.0,202.46919157533983,199.22125,3.247941575339837,25.45273750321555,203.9433723834146,7.8365749237815,5.148861046481428
1283,98096.32883025194,6.727272727272728,1.0,199.5118598026577,199.22125,0.29060980265771263,1.1626255225309894,199.51603128587192,4.000641106729487,2.253013633788785
2140,84115.25993255111,6.727272727272728,1.0,199.5038476163388,199.22125,0.28259761633879066,1.1502554395503353,199.509342806251,4.0702942029467,2.258312918988203
2139,660236.4533430643,6.727272727272728,1.0,199.55161869532347,199.22125,0.3303686953234717,1.6528723692248246,199.59864676210933,5.0031143768221105,2.7610144643578236
1282,50447315.82154529,6.727272727272728,1.0,205.41204370185088,199.22125,6.190793701850879,41.885684389482215,206.95533641647623,6.765801996755203,5.265105357798966
2136,383978739.524497,6.727272727272728,1.0,255.03389508147555,199.22125,55.81264508147555,311.562504375949,256.437288813356,5.582292398454305,5.424394340554262
2134,251.5751727802654,6.727272727272728,1.0,199.81375,199.22125,0.5925000000000011,2.1459,199.79,3.6217721518987274,2.716329113924078
355,500609.5903441069,6.727272727272728,1.0,199.54259840362235,199.22125,0.32134840362235195,1.475188997410935,199.5735239706644,4.590621832198595,2.5721488078379204
1374,19822.660209265585,6.727272727272728,1.0,199.50166655937,199.22125,0.2804165593699963,1.099905837361515,199.5028793577153,3.922399732143641,2.1872161195055715
1912,321.7455291766534,6.727272727272728,1.0,199.50199417894305,199.22125,0.2807441789430527,1.0877724326743736,199.50078988941547,3.8746036935462937,2.172113406570637
800,5447.873881359374,6.727272727272728,1.0,199.5015044959006,199.22125,0.280254495900607,1.0846237510417194,199.50146452523376,3.870138630804995,2.162912223025393
1375,416260.89086311,6.727272727272728,1.0,199.53011127623185,199.22125,0.3088612762318519,1.4006715675554915,199.55899883436345,4.534953635638201,2.5056788698861614
585,44096.82748428131,6.727272727272728,1.0,199.50793532038503,199.22125,0.2866853203850326,1.1247370027551649,199.5099788371029,3.9232458824350944,2.205458189490009
1653,11396.231656979162,6.727272727272728,1.0,199.49915138618564,199.22125,0.27790138618564697,1.0943126163962829,199.50184855793856,3.9377731482967384,2.1805634370882467
1652,9189.081855529168,6.727272727272728,1.0,199.5078612790496,199.22125,0.2866112790495947,1.0925541888766637,199.50262702415012,3.8119720636940113,2.173687717495986
588,1170.7048359804787,6.727272727272728,1.0,199.4941661569381,199.22125,0.2729161569380949,1.0844277579339894,199.49912617965745,3.973483175567243,2.1726525318271768
1481,53647470.391817965,6.727272727272728,1.0,205.88626150668608,199.22125,6.665011506686085,44.60050900372126,207.42653915672287,6.691737735033125,5.292862013005427
1484,4309140.465734481,6.727272727272728,1.0,199.85102142625777,199.22125,0.6297714262577756,4.542838284090911,200.13824295088915,7.213471578228534,3.991097226248777
591,175957.9992037505,6.727272727272728,1.0,199.5167785962309,199.22125,0.2955285962308949,1.206579496322507,199.52447965607496,4.082784243930875,2.3005267837310766
1648,190.75127334848415,6.727272727272728,1.0,199.4958603279344,199.22125,0.274610327934397,1.0847298933694565,199.4982223555289,3.950069545922515,2.1772003631148693
1485,64518283.5220459,6.727272727272728,1.0,207.58103507396885,199.22125,8.359785073968851,53.620658271937096,209.07963922318217,6.4141192384124786,5.319700148455205
1641,39445123.68697976,6.727272727272728,1.0,203.8209052211068,199.22125,4.599655221106815,32.81341951364772,205.3605948698672,7.133886766789409,5.15886016716747
674,3229.847148367634,6.727272727272728,1.0,199.5130771671076,199.22125,0.2918271671076127,1.0854017194408816,199.50636874049775,3.7193306236654604,2.1435006402132113
597,40676999.94427719,6.727272727272728,1.0,203.99598797091105,199.22125,4.774737970911048,33.97027090643834,205.5460898462572,7.114583274180513,5.1893988173506775
672,555359608.898975,6.727272727272728,1.0,280.2256342609902,199.22125,81.00438426099021,456.4056809324102,281.6918898168346,5.63433306846583,5.5193524049742315
1498,1015495.0161807172,6.727272727272728,1.0,199.5923709513156,199.22125,0.3711209513155893,1.914875138723508,199.6564281761975,5.159706375874101,2.917112957910868
1628,11888449.263568403,6.727272727272728,1.0,200.48269057735567,199.22125,1.2614405773556712,10.442809569723538,201.2395441139715,8.278479190525612,4.662917557450895
1654,6551.799536917211,6.727272727272728,1.0,199.50178135808224,199.22125,0.28053135808224283,1.0930270887927285,199.5027202844969,3.8962741857624623,2.1742251556183105
1476,246786.0087458036,6.727272727272728,1.0,199.52089340496173,199.22125,0.2996434049617278,1.2975650845852404,199.5370568892932,4.330364236619768,2.416066361783179
681,870762.7315397452,6.727272727272728,1.0,199.5665962531964,199.22125,0.34534625319639645,1.7946996218920848,199.6265241523372,5.196812200164365,2.864533817566498
1466,158.61121422530798,6.727272727272728,1.0,199.50056063787244,199.22125,0.2793106378724417,1.081929081390281,199.4992701459708,3.8735691903162923,2.1670213813536607
562,16168924.57818403,6.727272727272728,1.0,200.9063259197348,199.22125,1.6850759197347998,14.343349602433614,201.91885498793283,8.511990133175125,4.914032955296538
1461,2801640.1584656355,6.727272727272728,1.0,199.7295140242988,199.22125,0.5082640242987964,3.2934323593944805,199.9121103944803,6.4797668179212895,3.6107826194339405
1690,8125.4935440443505,6.727272727272728,1.0,199.49138490519567,199.22125,0.2701349051956754,1.087639429151972,199.4997453912488,4.026282454554059,2.1763871127136993
566,77591895.3536711,6.727272727272728,1.0,209.50608524744877,199.22125,10.284835247448768,64.17404653571533,210.982758965418,6.23967666877641,5.3555317870383945
567,133416.235127793,6.727272727272728,1.0,199.51306789983303,199.22125,0.29181789983303474,1.1868790006516103,199.5199271030704,4.067190536737773,2.282779631303299
568,275.88910962878185,6.727272727272728,1.0,199.49865480639,199.22125,0.27740480638999543,1.0813477607235826,199.49950230896007,3.8980858868153385,2.164850374715714
1682,887.6608757158817,6.727272727272728,1.0,199.895,199.22125,0.6737500000000125,2.376399999999999,199.94,3.5271243042670943,2.5280851063829837
580,13444590.513311869,6.727272727272728,1.0,200.6340151716609,199.22125,1.412765171660908,12.03692698224168,201.5013986000004,8.52011871731701,4.812078723574759
1680,1003.8514464001432,6.727272727272728,1.0,199.6975,199.22125,0.4762499999999932,1.4999999999999991,199.6,3.1496062992126417,2.500000000000022
1677,5511063.210737581,6.727272727272728,1.0,199.95573704597675,199.22125,0.7344870459767492,5.563479371800253,200.32778063300785,7.574646009449661,4.19005913589596
1668,7879.418302766868,6.727272727272728,1.0,199.499914936863,199.22125,0.2786649368630094,1.0933347090802965,199.50190160881252,3.9234742676570593,2.1783845476548502
